,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
10,31/10/2020,15:00,Premier League,Matchweek 7,Sat,Away,W,3,0,Burnley,3,14,9,64.3,0.21,0.33,18.9,1,0,0,0.9,0.9,0.06,2.1,2.1,Match Report,31/10/2020,15:00,Premier League,Matchweek 7,Sat,Home,L,0,3,Burnley,0,5,0,0,0,,24.4,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Match Report,0,0,,1,0,0,0,0,0,3,14,21.4,2,25.9,27.7,7,1,14.3,1,14.7,9,6,66.7,0,2.2,-0.8,0,0,0,10,22,45.5,4,68,44.9,14,0,0,1,13.7,9979,3002,3,0.7,0.9,10,33,10,1,51,5359,2074,0,0.5,0.3,4,19,1,0,26,687,43,0,12,16,19,4,0,2,0,4,6,374,47,1,2,10,15,3,1,0,0,1,9,24,18,2,1,1,0,4,9,8,0,1,0,0,0,13,8,1,12,0,33.3,6,7,6,19,15,0,13,10,5,7,1,33.3,8,6,8,21,16,1,63,827,55,24,8,66.7,4,33.3,476,23,6,20,9,628,51,37,506,56,7,6,66.7,3,33.3,269,8,1,10,10,310,26,0,0,0,15,0,0,0,56,14,60.9,1,0,0,10,0,0,0,46,9,39.1,0.9,0.5,63,,Thiago Silva,4/03/2003,David Coote,Match Report,,Chelsea,2020-2021,
11,4/11/2020,20:00,Champions Lg,Group stage,Wed,Home,W,3,0,fr Rennes,3,6,2,33.3,0.17,0.5,18.4,0,2,2,3.3,1.7,0.28,-0.3,-0.7,Match Report,4/11/2020,20:00,Champions Lg,Group stage,Wed,Away,L,0,3,fr Rennes,0,7,2,28.6,0,0,18.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Match Report,2,2,100,1,0.6,0.6,0,0,0,2,3,66.7,6,3.7,21.5,17,0,0,0,16,4,1,75,0,3.4,0.4,2,0,0,4,16,25,6,35.5,32.3,14,0,0,0,,9965,2789,1,1.7,1.2,5,48,7,3,64,7396,2546,0,0.6,0.5,5,25,6,2,29,657,34,1,4,19,16,2,0,1,0,4,9,469,56,0,6,22,28,3,0,3,0,3,10,14,12,0,0,1,0,5,13,10,1,0,1,0,0,13,9,8,2,3,57.1,3,9,11,24,15,0,8,5,3,3,2,50,5,6,13,21,15,1,57,781,67,17,5,50,5,50,533,18,7,14,3,597,63,43,610,72,11,3,42.9,4,57.1,324,13,0,13,9,427,29,4,0,0,11,1,0,0,48,9,47.4,3,1,1,8,0,2,0,43,10,52.6,3.3,0.6,57,,Jorginho,4/03/2003,Felix Zwayer,Match Report,,Chelsea,2020-2021,
12,7/11/2020,17:30,Premier League,Matchweek 8,Sat,Home,W,4,1,Sheffield Utd,4,20,9,45,0.2,0.44,17,1,0,0,2.2,2.2,0.11,1.8,1.8,Match Report,7/11/2020,17:30,Premier League,Matchweek 8,Sat,Away,L,1,4,Sheffield Utd,1,6,3,50,0.17,0.33,18,0,0,0,0.4,0.4,0.07,0.6,0.6,Match Report,3,2,66.7,0,0.8,-0.2,0,0,0,1,3,33.3,6,8.8,20.3,12,1,8.3,0,10.7,9,5,55.6,0,2.8,-1.2,0,0,0,8,19,42.1,1,87.5,48.9,13,0,0,0,2.8,12135,3254,4,1.8,1.7,15,47,11,3,50,4195,1587,1,0.4,0.2,5,14,6,0,27,759,45,1,7,16,20,6,0,4,0,1,6,312,47,0,1,14,24,7,3,2,0,1,11,33,26,2,0,3,0,6,10,9,0,0,0,0,1,13,5,10,3,0,40,3,10,10,23,15,0,11,4,6,4,1,62.5,3,5,5,16,24,1,69,922,55,34,3,37.5,5,62.5,637,11,5,20,6,696,49,31,464,56,8,3,60,2,40,174,9,0,16,11,242,26,0,0,0,5,0,0,0,43,13,48.1,2,0,0,14,0,0,0,44,14,51.9,2.2,0.4,69,,Thiago Silva,4/03/2003,Jonathan Moss,Match Report,,Chelsea,2020-2021,
13,21/11/2020,12:30,Premier League,Matchweek 9,Sat,Away,W,2,0,Newcastle Utd,1,14,3,21.4,0.07,0.33,18.5,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Match Report,21/11/2020,12:30,Premier League,Matchweek 9,Sat,Home,L,0,2,Newcastle Utd,0,8,1,12.5,0,0,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Match Report,1,1,100,1,0.2,0.2,0,0,0,10,16,62.5,2,38.5,30.5,12,2,16.7,1,12.9,3,2,33.3,0,1.3,0.3,0,0,0,5,17,29.4,4,61.1,40.4,11,3,27.3,0,5.7,11561,2905,1,1.4,0.6,13,46,10,2,48,4087,1487,0,0.3,0.3,7,14,2,1,17,741,35,1,2,15,13,4,0,2,0,2,4,280,48,0,1,20,17,7,1,1,2,2,5,25,20,2,1,0,1,2,13,11,1,0,0,0,0,13,6,7,5,1,36.4,7,3,9,22,28,0,6,1,4,1,1,16.7,5,4,5,11,23,1,70,881,64,28,5,83.3,1,16.7,558,24,9,12,5,686,47,30,421,55,9,7,63.6,4,36.4,204,18,6,13,9,224,16,0,0,0,12,0,0,0,44,18,56.3,2,0,0,11,0,0,1,39,14,43.8,1.5,0.3,70,,N'Golo Kanté,4/03/2003,Craig Pawson,Match Report,,Chelsea,2020-2021,
14,24/11/2020,18:55,Champions Lg,Group stage,Tue,Away,W,2,1,fr Rennes,2,9,5,55.6,0.22,0.4,13.8,0,0,0,2.2,2.2,0.25,-0.2,-0.2,Match Report,24/11/2020,18:55,Champions Lg,Group stage,Tue,Home,L,1,2,fr Rennes,1,13,5,38.5,0.08,0.2,17.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Match Report,5,4,80,0,0.9,-0.1,0,0,0,6,15,40,4,40,30.6,21,1,4.8,1,13.5,5,3,60,0,2.4,0.4,0,0,0,3,11,27.3,2,42.1,33.7,7,0,0,3,26.3,7208,2407,2,2.2,0.9,8,25,6,1,32,8101,2440,1,0.9,0.8,10,35,7,1,36,527,41,1,4,10,16,3,0,2,0,2,6,545,48,0,10,24,18,11,6,5,0,0,16,16,10,2,0,1,2,3,23,14,4,1,1,0,1,13,7,7,5,1,43.8,9,12,20,33,25,0,11,9,5,5,1,35.3,11,6,14,25,11,0,49,689,69,20,11,64.7,6,35.3,414,9,2,17,5,465,32,51,679,44,20,9,56.3,7,43.8,377,20,5,13,6,459,35,0,0,0,9,0,0,0,55,18,58.1,2,0,0,13,0,0,0,61,13,41.9,2.2,1.1,49,,César Azpilicueta,4/03/2003,Björn Kuipers,Match Report,,Chelsea,2020-2021,
15,29/11/2020,16:30,Premier League,Matchweek 10,Sun,Home,D,0,0,Tottenham,0,13,3,23.1,0,0,17.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Match Report,29/11/2020,16:30,Premier League,Matchweek 10,Sun,Away,D,0,0,Tottenham,0,5,1,20,0,0,23.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Match Report,1,1,100,1,0.1,0.1,0,0,0,2,2,100,4,5.3,21.1,7,1,14.3,2,23.3,3,3,100,1,0.4,0.4,0,0,0,3,8,37.5,7,25,27.3,24,2,8.3,0,7.5,10518,2787,0,0.7,0.9,11,48,8,5,52,6478,2285,0,0.1,0.3,3,19,6,0,21,670,28,0,4,26,11,3,1,2,0,3,7,417,54,0,4,7,19,3,2,1,0,1,7,23,20,1,1,1,0,0,10,8,0,1,1,0,0,13,8,8,5,0,35.7,9,7,9,22,11,0,5,1,4,0,1,25,6,7,9,14,12,1,60,788,50,18,6,75,2,25,503,20,3,16,3,606,51,40,546,84,12,9,64.3,5,35.7,280,10,3,12,8,371,21,4,0,0,20,0,0,0,56,13,54.2,2,0,0,9,0,0,0,45,11,45.8,0.8,0.2,60,,Thiago Silva,4/03/2003,Paul Tierney,Match Report,,Chelsea,2020-2021,
16,2/12/2020,21:00,Champions Lg,Group stage,Wed,Away,W,4,0,es Sevilla,4,13,5,38.5,0.23,0.6,15.7,0,1,1,2.4,1.6,0.12,1.6,1.4,Match Report,2/12/2020,21:00,Champions Lg,Group stage,Wed,Home,L,0,4,es Sevilla,0,17,3,17.6,0,0,20.2,1,0,0,1.3,1.3,0.08,-1.3,-1.3,Match Report,3,3,100,1,0.9,0.9,0,0,0,8,16,50,4,41.7,33,14,1,7.1,0,7,6,2,50,0,2.7,-1.3,1,0,0,2,7,28.6,5,14.3,25.5,13,0,0,1,14,6132,2342,3,1.5,0.9,12,24,10,1,35,8217,2483,0,0.5,0.6,12,24,5,2,23,416,45,1,4,16,19,7,3,4,0,1,4,516,48,1,12,15,21,3,0,0,0,1,9,26,21,1,1,1,1,8,29,17,5,0,4,0,0,16,11,7,6,3,53.8,6,9,10,26,13,0,16,8,6,8,2,37.5,10,4,8,24,9,1,45,564,64,20,10,62.5,6,37.5,322,19,5,17,10,371,35,55,669,78,20,6,46.2,7,53.8,336,10,3,17,9,467,23,4,0,0,15,1,0,0,55,14,56,4,0,0,10,0,1,0,54,11,44,2.4,1.3,45,,César Azpilicueta,4/03/2003,Artur Soares Dias,Match Report,,Chelsea,2020-2021,
17,5/12/2020,20:00,Premier League,Matchweek 11,Sat,Home,W,3,1,Leeds United,3,23,10,43.5,0.13,0.3,11.6,0,0,0,4.1,4.1,0.19,-1.1,-1.1,Match Report,5/12/2020,20:00,Premier League,Matchweek 11,Sat,Away,L,1,3,Leeds United,1,8,3,37.5,0.13,0.33,16.8,0,0,0,0.8,0.8,0.1,0.2,0.2,Match Report,3,2,66.7,0,0.8,-0.2,0,0,0,4,14,28.6,2,34.8,32.1,12,0,0,2,15.7,10,7,70,0,3.4,0.4,0,0,0,3,3,100,8,7.1,21.5,13,0,0,0,9,5567,2253,3,3.3,1.5,19,22,13,1,47,7178,2139,1,0.7,0.9,6,22,5,0,29,396,54,0,2,15,25,8,3,5,0,1,11,474,50,1,4,14,21,4,0,3,0,4,7,39,22,7,1,1,1,6,15,10,1,3,0,0,2,20,10,6,10,4,23.5,13,5,14,34,21,1,30,18,14,14,2,47.8,12,11,6,36,19,2,46,581,46,34,12,52.2,11,47.8,329,22,7,10,19,346,47,54,659,78,15,13,76.5,4,23.5,352,18,2,23,16,421,29,0,0,0,12,0,0,0,60,11,50,2,0,0,9,0,0,0,48,11,50,4.1,0.8,46,2000,Thiago Silva,4/03/2003,Kevin Friend,Match Report,,Chelsea,2020-2021,
18,8/12/2020,20:00,Champions Lg,Group stage,Tue,Home,D,1,1,ru Krasnodar,1,17,4,23.5,0,0,19.4,1,1,1,2.5,1.7,0.1,-1.5,-1.7,Match Report,8/12/2020,20:00,Champions Lg,Group stage,Tue,Away,D,1,1,ru Krasnodar,1,7,2,28.6,0.14,0.5,20,0,0,0,0.4,0.4,0.06,0.6,0.6,Match Report,2,1,50,0,0.5,-0.5,0,0,0,0,2,0,1,10,25.1,5,0,0,0,8,5,4,100,0,2.3,1.3,1,0,0,8,23,34.8,5,57.1,41.5,16,0,0,0,10,9727,2943,0,1.3,1.1,14,40,9,5,46,5225,2389,1,0.4,0.6,6,12,7,0,26,664,49,0,6,20,27,6,2,3,0,1,7,353,55,1,7,8,21,2,0,1,0,1,7,33,28,3,0,2,0,2,14,13,1,0,0,0,2,13,8,4,5,4,55.6,4,7,10,23,10,0,11,7,7,2,2,28.6,10,6,14,25,25,1,64,810,45,23,10,71.4,4,28.6,543,27,6,15,7,610,46,36,519,70,12,4,44.4,5,55.6,317,13,2,20,8,313,26,1,0,0,19,1,0,0,56,18,64.3,0,0,0,10,0,1,0,47,10,35.7,2.5,0.4,64,2000,César Azpilicueta,4/03/2003,Pavel Královec,Match Report,,Chelsea,2020-2021,
19,12/12/2020,20:00,Premier League,Matchweek 12,Sat,Away,L,0,1,Everton,0,10,3,30,0,0,20.3,2,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report,12/12/2020,20:00,Premier League,Matchweek 12,Sat,Home,W,1,0,Everton,1,8,3,37.5,0,0,17.1,1,1,1,1.2,0.4,0.05,-0.2,-0.4,Match Report,4,3,100,0,1.4,0.4,1,0,0,4,9,44.4,0,27.3,26.7,11,1,9.1,4,19.9,3,3,100,1,0.6,0.6,0,0,0,7,23,30.4,3,81,51.6,22,1,4.5,0,8.4,9799,3325,0,0.3,0.6,6,42,6,1,66,3678,1703,0,0.4,0.3,7,15,4,1,18,644,62,0,3,32,35,6,2,2,0,1,12,238,47,0,0,17,24,6,3,2,0,4,8,18,13,1,0,3,0,0,16,11,3,0,2,0,2,17,9,7,7,3,20,16,5,6,23,18,0,13,7,7,2,4,11.8,15,9,26,39,34,0,71,815,49,20,15,88.2,2,11.8,401,15,4,21,11,574,66,29,432,60,15,16,80,4,20,154,13,3,24,13,182,18,3,0,0,11,0,1,0,53,19,46.3,2,0,0,10,1,0,0,51,22,53.7,0.7,1.2,71,2000,Thiago Silva,4/03/2003,Jonathan Moss,Match Report,,Chelsea,2020-2021,
20,15/12/2020,18:00,Premier League,Matchweek 13,Tue,Away,L,1,2,Wolves,1,13,3,23.1,0.08,0.33,18.5,1,0,0,1,1,0.08,0,0,Match Report,15/12/2020,18:00,Premier League,Matchweek 13,Tue,Home,W,2,1,Wolves,2,12,4,33.3,0.17,0.5,21.9,0,0,0,0.5,0.5,0.04,1.5,1.5,Match Report,4,2,50,0,0.7,-1.3,0,0,0,3,4,75,6,18.2,24.9,14,0,0,0,10.5,3,2,66.7,0,0.4,-0.6,0,0,0,5,9,55.6,3,30,34,29,1,3.4,0,7.7,8112,2685,1,0.6,0.8,10,36,10,4,46,6206,2346,2,0.4,0.6,9,23,3,0,26,506,45,0,9,34,17,6,2,4,0,0,8,410,42,0,1,17,14,5,0,2,0,1,11,25,18,3,1,2,0,2,22,13,4,2,1,0,4,14,6,4,9,1,34.8,15,8,7,21,22,0,17,10,15,1,1,47.4,10,7,14,31,35,0,55,661,59,34,10,52.6,9,47.4,340,32,6,14,8,453,46,45,584,75,15,15,65.2,8,34.8,337,20,3,19,6,351,26,2,0,0,12,0,0,0,50,12,31.6,2,0,0,12,0,0,0,53,26,68.4,1,0.5,55,,Thiago Silva,4/03/2003,Stuart Attwell,Match Report,,Chelsea,2020-2021,
21,21/12/2020,20:00,Premier League,Matchweek 14,Mon,Home,W,3,0,West Ham,3,11,7,63.6,0.27,0.43,14.1,0,0,0,2,2,0.21,1,1,Match Report,21/12/2020,20:00,Premier League,Matchweek 14,Mon,Away,L,0,3,West Ham,0,6,0,0,0,,12.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Match Report,0,0,,1,0,0,0,0,0,7,20,35,3,48.3,35.4,17,0,0,0,6,7,4,57.1,0,2.6,-0.4,0,0,0,3,12,25,6,44,37.3,15,0,0,1,21,7992,2587,2,1.9,1,8,29,10,1,34,7137,2741,0,0.3,1.1,3,27,9,2,38,525,46,0,3,19,22,5,0,4,0,0,10,449,45,0,7,25,20,4,1,2,0,4,15,17,10,3,1,0,0,4,12,9,2,0,1,0,0,16,9,10,5,1,12.5,7,14,16,32,27,1,20,16,12,6,2,71.4,6,9,13,33,13,0,53,693,78,22,6,28.6,15,71.4,458,20,6,13,5,461,34,47,581,58,27,7,87.5,1,12.5,338,12,3,7,15,368,38,0,0,0,11,0,0,0,50,24,49,0,0,0,6,0,0,0,54,25,51,2,0.4,53,,César Azpilicueta,4/03/2003,Chris Kavanagh,Match Report,,Chelsea,2020-2021,
22,26/12/2020,17:30,Premier League,Matchweek 15,Sat,Away,L,1,3,Arsenal,1,18,2,11.1,0.06,0.5,16.8,1,0,1,2.6,1.8,0.1,-1.6,-0.8,Match Report,26/12/2020,17:30,Premier League,Matchweek 15,Sat,Home,W,3,1,Arsenal,3,14,6,42.9,0.14,0.33,17.9,1,1,1,2,1.2,0.09,1,0.8,Match Report,7,4,71.4,0,2.9,-0.1,1,0,0,6,14,42.9,4,31.3,32.2,14,0,0,1,20,3,1,66.7,0,2.2,1.2,0,1,0,6,18,33.3,4,29.4,32.5,27,1,3.7,0,9,7943,2791,1,1.6,1.2,14,42,10,4,46,4506,1944,1,0.6,0.5,6,20,3,1,28,512,44,0,5,34,12,9,1,5,1,0,8,318,54,0,3,16,24,7,2,2,0,1,9,33,20,5,4,3,0,2,24,17,0,1,2,0,6,10,3,4,6,0,41.7,7,9,14,24,16,1,16,7,8,4,4,57.1,9,6,7,23,20,0,60,679,67,32,9,42.9,12,57.1,424,30,11,15,4,448,45,40,477,67,23,7,58.3,5,41.7,202,15,4,10,5,247,28,1,0,0,10,1,1,0,48,35,68.6,2,0,0,13,1,1,0,39,16,31.4,2.6,2,60,,Thiago Silva,4/03/2003,Michael Oliver,Match Report,,Chelsea,2020-2021,
23,28/12/2020,17:30,Premier League,Matchweek 16,Mon,Home,D,1,1,Aston Villa,1,16,5,31.3,0.06,0.2,17.1,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Match Report,28/12/2020,17:30,Premier League,Matchweek 16,Mon,Away,D,1,1,Aston Villa,1,10,2,20,0.1,0.5,17.5,0,0,0,0.7,0.7,0.07,0.3,0.3,Match Report,2,1,50,0,0.4,-0.6,0,0,0,2,6,33.3,4,17.2,26.3,15,1,6.7,1,15.3,5,4,80,0,0.8,-0.2,0,0,0,10,27,37,3,69.2,44.7,22,3,13.6,0,6,8703,2724,1,0.7,0.8,11,25,8,2,45,4777,2180,1,0.6,0.4,9,26,6,2,35,558,49,0,8,27,26,11,7,2,0,1,15,303,57,0,0,19,24,4,3,0,0,1,5,28,24,2,1,0,0,2,19,13,3,1,1,0,2,17,9,12,3,2,41.2,10,4,14,31,18,0,19,8,11,7,1,71.4,4,14,13,32,21,1,63,725,69,28,4,28.6,10,71.4,313,31,8,19,9,484,45,37,488,67,17,10,58.8,7,41.2,241,14,4,20,10,250,35,3,0,0,16,0,0,0,63,15,45.5,1,0,0,3,0,0,0,49,18,54.5,1.7,0.7,63,,César Azpilicueta,4/03/2003,Stuart Attwell,Match Report,,Chelsea,2020-2021,
24,3/01/2021,16:30,Premier League,Matchweek 17,Sun,Home,L,1,3,Manchester City,1,9,2,22.2,0.11,0.5,17,1,0,0,0.8,0.8,0.09,0.2,0.2,Match Report,3/01/2021,16:30,Premier League,Matchweek 17,Sun,Away,W,3,1,Manchester City,3,18,6,33.3,0.17,0.5,15.1,1,0,0,2.7,2.7,0.15,0.3,0.3,Match Report,6,3,50,0,3,0,0,0,0,0,2,0,6,5.4,21.8,4,0,0,0,11,2,1,50,0,0.9,-0.1,0,0,0,0,4,0,4,13.6,27,14,0,0,0,,9810,3105,1,0.8,0.9,9,43,5,1,42,8341,2606,2,2,1.1,14,30,8,0,39,652,43,1,8,19,16,5,3,2,0,2,9,540,43,1,0,7,18,3,0,1,0,0,6,15,10,3,1,0,0,2,31,24,2,0,2,0,4,11,7,2,6,3,43.8,9,6,18,29,5,0,18,10,7,9,2,33.3,16,7,15,33,19,0,54,778,63,20,16,66.7,8,33.3,575,24,11,9,10,612,42,46,688,68,28,9,56.3,7,43.8,485,25,8,7,4,509,39,3,0,0,11,0,0,0,39,7,33.3,1,0,0,10,0,0,0,42,14,66.7,0.8,2.7,54,,César Azpilicueta,4/03/2003,Anthony Taylor,Match Report,,Chelsea,2020-2021,
25,10/01/2021,13:30,FA Cup,Third round proper,Sun,Home,W,4,0,Morecambe,4,25,8,32,0.16,0.5,,,0,0,,,,,,Match Report,10/01/2021,13:30,FA Cup,Third round proper,Sun,Away,L,0,4,Morecambe,0,3,3,100,0,0,,,0,0,,,,,,Match Report,3,3,100,1,,,0,0,0,,,,,,,,,,,,8,4,50,0,,,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,26,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,6,0,,,,8,,,,,,,19,0,,,85,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,0,0,0,10,,,0,,,,1,0,0,2,,,0,,,,,,85,,César Azpilicueta,4/03/2003,Darren England,Match Report,,Chelsea,2020-2021,
26,16/01/2021,17:30,Premier League,Matchweek 19,Sat,Away,W,1,0,Fulham,1,21,6,28.6,0.05,0.17,18.6,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Match Report,16/01/2021,17:30,Premier League,Matchweek 19,Sat,Home,L,0,1,Fulham,0,10,2,20,0,0,20.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report,2,2,100,1,0.5,0.5,0,0,0,2,10,20,4,26.9,32.7,7,0,0,0,12,6,5,83.3,0,1.6,0.6,0,0,0,9,16,56.3,4,60,43.2,24,1,4.2,0,5.8,11488,3167,0,1.5,1.9,18,62,9,1,51,5124,2252,0,0.5,0.4,5,15,7,1,32,760,53,0,1,30,22,12,0,9,0,3,7,320,48,0,3,11,25,1,0,0,1,1,9,42,34,5,1,0,0,2,13,11,0,0,1,0,0,17,9,8,6,3,33.3,10,7,8,25,14,1,20,10,11,5,4,63.2,7,5,18,38,34,0,69,934,72,39,7,36.8,12,63.2,601,25,7,17,8,696,51,31,511,73,18,10,66.7,5,33.3,214,12,3,23,12,263,32,3,0,0,10,0,0,0,57,14,38.9,2,1,0,11,0,0,0,54,22,61.1,1.6,0.7,69,,César Azpilicueta,4/03/2003,Peter Bankes,Match Report,,Chelsea,2020-2021,
27,19/01/2021,20:15,Premier League,Matchweek 18,Tue,Away,L,0,2,Leicester City,0,9,5,55.6,0,0,12.7,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Match Report,19/01/2021,20:15,Premier League,Matchweek 18,Tue,Home,W,2,0,Leicester City,2,8,6,75,0.25,0.33,17.1,0,0,0,1.4,1.4,0.17,0.6,0.6,Match Report,6,4,66.7,0,1,-1,0,0,0,5,7,71.4,5,18.9,25.7,15,1,6.7,0,10.5,5,5,100,1,0.3,0.3,0,0,0,8,14,57.1,5,40.6,34.2,12,1,8.3,2,27.3,10830,3193,0,0.6,0.6,8,39,9,2,41,5467,2284,2,1.4,0.7,8,22,7,1,24,639,40,0,11,15,23,3,2,1,0,3,11,334,50,1,3,18,21,6,3,1,0,1,13,17,11,3,0,1,0,0,15,12,1,0,1,1,3,25,17,14,10,1,68.4,6,11,5,30,19,0,19,11,10,5,4,47.6,11,10,11,30,16,0,64,782,74,14,11,52.4,10,47.6,377,24,1,11,9,590,41,36,479,61,19,6,31.6,13,68.4,277,10,1,11,12,299,24,3,0,0,16,0,0,0,47,10,45.5,1,0,0,7,0,0,0,46,12,54.5,0.7,1.4,64,,Thiago Silva,4-2-3-1,Craig Pawson,Match Report,,Chelsea,2020-2021,
28,24/01/2021,12:00,FA Cup,Fourth round proper,Sun,Home,W,3,1,Luton Town,3,21,7,33.3,0.14,0.43,,,0,1,,,,,,Match Report,24/01/2021,12:00,FA Cup,Fourth round proper,Sun,Away,L,1,3,Luton Town,1,8,3,37.5,0.13,0.33,,,0,0,,,,,,Match Report,3,2,66.7,0,,,0,0,0,,,,,,,,,,,,5,3,40,0,,,0,1,0,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,22,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,9,0,,,,12,,,,,,,15,0,,,68,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,0,0,0,6,,,0,,,,1,0,0,9,,,0,,,,,,68,,Mason Mount,4-2-3-1,David Coote,Match Report,,Chelsea,2020-2021,
29,27/01/2021,18:00,Premier League,Matchweek 20,Wed,Home,D,0,0,Wolves,0,14,5,35.7,0,0,16.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Match Report,27/01/2021,18:00,Premier League,Matchweek 20,Wed,Away,D,0,0,Wolves,0,4,0,0,0,,19.9,1,0,0,0.5,0.5,0.13,-0.5,-0.5,Match Report,0,0,,1,0,0,0,0,0,0,0,,2,0,17.9,4,0,0,2,21,5,5,100,1,1.1,1.1,0,0,0,6,16,37.5,3,81.3,46.6,27,1,3.7,0,4,12564,3348,0,0.6,0.8,13,64,10,1,64,3318,1506,0,0.1,0.1,2,7,1,1,11,909,44,0,3,36,17,12,2,9,0,2,12,226,42,1,1,6,17,1,0,0,0,0,6,27,21,3,0,1,1,0,7,6,0,0,1,0,0,15,11,4,9,2,40,9,4,6,21,10,0,5,4,4,1,0,40,6,6,16,21,36,0,78,1028,29,31,6,60,4,40,621,35,5,8,1,853,64,22,360,78,5,9,60,6,40,168,5,1,11,9,188,11,1,0,0,14,0,0,0,49,12,48,1,0,0,7,0,0,0,40,13,52,0.7,0.5,78,,César Azpilicueta,3/04/2003,Andy Madley,Match Report,,Chelsea,2020-2021,
