,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
21,30/12/2022,21:30,La Liga,Matchweek 15,Fri,Away,W,2,0,Valladolid,2,18,6,33.3,0.06,0.17,16,0,1,1,2.3,1.5,0.09,-0.3,-0.5,Match Report,30/12/2022,21:30,La Liga,Matchweek 15,Fri,Home,L,0,2,Valladolid,0,14,4,28.6,0,0,21.7,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Match Report,4,4,100,1,0.8,0.8,0,0,0,2,11,18.2,10,19.5,28.2,7,1,14.3,1,13,7,5,85.7,0,2.5,0.5,1,0,0,6,14,42.9,9,31,35.1,12,1,8.3,0,13,9433,3127,1,1.3,1.3,16,44,14,1,62,6105,2494,0,0.5,0.5,12,28,6,2,25,611,50,1,2,20,21,9,3,2,0,1,9,376,39,0,4,10,9,5,1,2,0,5,7,32,25,4,0,0,0,3,21,13,3,2,1,0,0,10,5,5,3,2,54.5,5,6,6,16,4,0,20,12,10,9,1,76.5,4,6,10,30,16,0,61,743,70,42,4,22.2,13,72.2,480,35,12,11,7,572,61,39,529,85,18,5,35.7,6,42.9,292,17,5,10,4,338,25,0,0,0,9,0,0,0,52,5,55.6,2,1,0,7,0,1,0,55,4,44.4,2.3,0.6,61,25950,Karim Benzema,4/03/2003,José Luis Munuera,Match Report,,Real Madrid,2022-2023,
22,3/01/2023,21:00,Copa del Rey,Round of 32,Tue,Away,W,1,0,CP Cacereño,1,7,4,57.1,0.14,0.25,,,0,0,,,,,,Match Report,3/01/2023,21:00,Copa del Rey,Round of 32,Tue,Home,L,0,1,CP Cacereño,0,9,1,11.1,0,0,,,0,0,,,,,,Match Report,1,1,100,1,,,0,0,0,,,,,,,,,,,,4,3,75,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,6,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,13,0,,,,16,,,,,,,3,0,,,56,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,2,0,0,18,,,0,,,,5,0,0,21,,,0,,,,,,56,15000,Nacho,4/03/2003,Guillermo Cuadra,Match Report,,Real Madrid,2022-2023,
23,7/01/2023,16:15,La Liga,Matchweek 16,Sat,Away,L,1,2,Villarreal,1,12,2,16.7,0,0,15.5,1,1,1,2.2,1.4,0.12,-1.2,-1.4,Match Report,7/01/2023,16:15,La Liga,Matchweek 16,Sat,Home,W,2,1,Villarreal,2,16,4,25,0.06,0.25,19.7,0,1,1,3,2.2,0.14,-1,-1.2,Match Report,5,3,80,0,1.7,-0.3,1,0,0,3,8,37.5,1,24,29.2,12,0,0,2,14.3,3,2,100,0,1.5,0.5,1,0,0,0,9,0,4,15.8,30.9,13,0,0,2,23.3,7575,2334,0,1.4,1.3,11,32,7,2,40,7314,2743,1,2,1,12,35,14,2,53,475,40,0,10,16,13,5,2,1,0,3,7,455,35,0,0,12,12,6,1,5,0,2,8,25,20,2,0,2,0,1,27,20,1,2,0,1,3,16,9,5,8,3,42.9,12,8,5,21,21,0,16,10,9,6,1,60,4,6,15,31,25,0,51,621,73,21,4,26.7,6,40,372,22,4,7,10,430,38,49,599,78,30,12,57.1,9,42.9,422,19,3,10,7,405,52,1,0,0,6,0,1,0,50,7,70,4,0,0,13,0,1,0,45,3,30,2.2,3,51,21088,Karim Benzema,4/03/2003,César Soto,Match Report,,Real Madrid,2022-2023,
24,11/01/2023,22:00,Supercopa de España,Semi-finals,Wed,Home,D,1 (4),1 (3),Valencia,1,16,6,37.5,0,0,,,1,1,,,,,,Match Report,11/01/2023,22:00,Supercopa de España,Semi-finals,Wed,Away,D,1 (3),1 (4),Valencia,1,12,3,25,0.08,0.33,,,0,0,,,,,,Match Report,3,2,66.7,,,,0,0,0,,,,,,,,,,,,5,5,100,,,,1,0,0,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,17,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,7,0,,,,11,,,,,,,19,0,,,58,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,2,0,0,20,,,,,,,4,0,0,23,,,,,,,,,58,50492,Karim Benzema,4/03/2003,Alejandro Hernández,Match Report,Real Madrid won on penalty kicks following extra time,Real Madrid,2022-2023,
25,15/01/2023,22:00,Supercopa de España,Final,Sun,Home,L,1,3,Barcelona,1,12,6,50,0.08,0.17,,,0,0,,,,,,Match Report,15/01/2023,22:00,Supercopa de España,Final,Sun,Away,W,3,1,Barcelona,3,11,6,54.5,0.27,0.5,,,0,0,,,,,,Match Report,6,3,50,,,,0,0,0,,,,,,,,,,,,6,5,83.3,,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,3,,,,,,,,,,,,11,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,6,0,,,,6,,,,,,,2,0,,,47,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,2,0,0,17,,,,,,,2,0,0,8,,,,,,,,,47,57340,Karim Benzema,4/03/2003,Ricardo de Burgos,Match Report,,Real Madrid,2022-2023,
26,19/01/2023,21:00,Copa del Rey,Round of 16,Thu,Away,W,3,2,Villarreal,3,11,7,63.6,0.27,0.43,,,0,0,,,,,,Match Report,19/01/2023,21:00,Copa del Rey,Round of 16,Thu,Home,L,2,3,Villarreal,2,12,3,25,0.17,0.67,,,0,0,,,,,,Match Report,3,1,33.3,0,,,0,0,0,,,,,,,,,,,,6,3,50,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,9,0,,,,7,,,,,,,7,0,,,47,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,4,0,0,17,,,0,,,,5,0,0,22,,,0,,,,,,47,20124,Karim Benzema,4/03/2003,Jesús Gil,Match Report,,Real Madrid,2022-2023,
27,22/01/2023,21:00,La Liga,Matchweek 18,Sun,Away,W,2,0,Athletic Club,2,10,4,40,0.2,0.5,14.9,0,0,0,1.1,1.1,0.11,0.9,0.9,Match Report,22/01/2023,21:00,La Liga,Matchweek 18,Sun,Home,L,0,2,Athletic Club,0,18,3,16.7,0,0,15.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Match Report,3,3,100,1,0.5,0.5,0,0,0,4,17,23.5,4,35.9,34.4,28,1,3.6,0,7,4,2,50,0,0.8,-1.2,0,0,0,5,8,62.5,5,25,30.8,6,1,16.7,0,13,7247,2409,2,0.9,1.1,8,21,5,0,25,7065,2549,0,1,0.9,14,36,13,4,49,441,50,1,16,7,13,2,2,0,0,2,5,450,62,2,2,39,31,12,4,4,0,3,24,19,14,2,1,1,0,4,32,20,6,1,1,0,0,14,8,12,2,0,71.4,4,17,10,24,32,0,20,13,8,7,5,50,7,6,7,27,6,0,49,624,93,16,7,43.8,7,43.8,340,15,3,15,13,412,25,51,617,38,30,4,28.6,10,71.4,382,26,3,13,4,404,47,2,0,0,10,0,0,0,48,13,59.1,3,0,0,17,0,0,0,51,9,40.9,1.1,1.1,49,49316,Karim Benzema,4/03/2003,José Sánchez,Match Report,,Real Madrid,2022-2023,
28,26/01/2023,21:00,Copa del Rey,Quarter-finals,Thu,Home,W,3,1,Atlético Madrid,3,23,6,26.1,0.13,0.5,,,0,0,,,,,,Match Report,26/01/2023,21:00,Copa del Rey,Quarter-finals,Thu,Away,L,1,3,Atlético Madrid,1,12,6,50,0.08,0.17,,,0,0,,,,,,Match Report,6,5,83.3,0,,,0,0,0,,,,,,,,,,,,6,3,50,0,,,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,23,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,14,0,,,,12,,,,,,,17,0,,,61,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,2,0,0,11,,,0,,,,6,1,1,18,,,0,,,,,,61,,Karim Benzema,4/03/2003,César Soto,Match Report,Required Extra Time,Real Madrid,2022-2023,
29,29/01/2023,21:00,La Liga,Matchweek 19,Sun,Home,D,0,0,Real Sociedad,0,20,7,35,0,0,20.6,1,0,0,1.3,1.3,0.06,-1.3,-1.3,Match Report,29/01/2023,21:00,La Liga,Matchweek 19,Sun,Away,D,0,0,Real Sociedad,0,8,3,37.5,0,0,18.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,3,3,100,1,0.2,0.2,0,0,0,5,9,55.6,7,25.7,29,4,0,0,3,29.7,7,7,100,1,0.7,0.7,0,0,0,5,21,23.8,2,47.1,37.4,19,0,0,0,,9223,2814,0,1.1,1.2,13,54,12,2,46,5820,2006,0,0.2,0.5,4,14,3,0,28,656,48,1,2,23,13,10,1,6,0,4,8,410,37,0,1,6,13,3,2,0,0,2,7,37,24,1,7,2,1,0,13,10,0,2,0,0,0,17,13,3,9,5,41.7,7,6,6,23,10,0,24,10,17,5,2,39.5,26,6,13,37,35,1,61,824,62,41,26,54.2,17,35.4,599,34,15,13,7,615,46,39,575,107,16,7,58.3,5,41.7,368,11,5,15,12,368,27,1,0,0,8,0,0,0,51,9,60,4,0,0,19,0,0,0,45,6,40,1.3,0.4,61,58129,Karim Benzema,4/03/2003,Mario Melero,Match Report,,Real Madrid,2022-2023,
30,2/02/2023,21:00,La Liga,Matchweek 17,Thu,Home,W,2,0,Valencia,2,19,7,36.8,0.11,0.29,17.4,1,0,0,2.3,2.3,0.12,-0.3,-0.3,Match Report,2/02/2023,21:00,La Liga,Matchweek 17,Thu,Away,L,0,2,Valencia,0,4,0,0,0,,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Match Report,0,0,,1,0,0,0,0,0,2,3,66.7,4,9.5,23.5,10,2,20,3,16,7,5,71.4,0,1.5,-0.5,0,0,0,8,19,42.1,2,63.6,44.3,11,1,9.1,1,9.7,11571,3211,2,2.1,1.7,17,73,8,0,64,4438,1562,0,0.2,0.2,3,15,3,1,15,725,51,6,14,14,23,6,3,0,0,3,11,283,45,2,2,15,13,6,5,0,0,1,6,36,31,0,2,1,0,4,6,5,1,0,0,0,0,16,11,6,6,4,60,6,4,9,25,11,0,22,14,15,7,0,54.5,15,10,8,30,21,1,70,885,41,29,15,37.5,18,45,630,22,10,8,4,700,63,30,444,72,9,6,33.3,9,50,190,10,0,14,7,256,15,3,0,0,12,0,0,0,48,8,66.7,1,1,0,17,0,0,0,43,4,33.3,2.3,0.2,70,51926,Karim Benzema,4/03/2003,Alberola Rojas,Match Report,,Real Madrid,2022-2023,
31,5/02/2023,14:00,La Liga,Matchweek 20,Sun,Away,L,0,1,Mallorca,0,19,0,0,0,,23.5,2,0,1,1.7,0.9,0.05,-1.7,-0.9,Match Report,5/02/2023,14:00,La Liga,Matchweek 20,Sun,Home,W,1,0,Mallorca,0,4,1,25,0,0,27.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Match Report,1,1,0,0,0.1,0.1,0,0,0,1,3,33.3,8,11.1,26.2,8,1,12.5,4,22.3,1,0,100,1,1,1,0,1,0,21,39,53.8,1,85.7,57.8,27,1,3.7,0,3.7,10375,2986,0,0.9,1.1,17,63,9,5,60,4034,2157,0,0.1,0.1,2,19,3,1,13,622,55,1,5,32,9,12,4,2,0,1,6,206,41,0,2,12,9,1,0,1,0,1,2,39,28,5,1,3,0,0,5,3,1,0,1,0,0,14,11,5,6,3,35.7,9,2,11,25,6,0,21,15,15,4,2,51.6,15,4,7,28,31,0,73,790,37,23,15,44.1,16,47.1,492,27,6,13,5,599,60,27,350,80,3,9,64.3,5,35.7,163,10,1,15,9,166,13,5,0,0,14,1,0,1,54,16,59.3,5,0,0,29,0,1,0,45,11,40.7,1.7,0.2,73,18258,Nacho,4/03/2003,Alejandro Hernández,Match Report,,Real Madrid,2022-2023,
32,15/02/2023,21:00,La Liga,Matchweek 21,Wed,Home,W,4,0,Elche,4,24,11,45.8,0.08,0.18,18.1,2,2,2,4.2,2.6,0.11,-0.2,-0.6,Match Report,15/02/2023,21:00,La Liga,Matchweek 21,Wed,Away,L,0,4,Elche,0,7,0,0,0,,17.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,0,0,,1,0,0,0,0,0,0,1,0,1,0,19.8,5,0,0,2,22.8,13,9,84.6,0,4.7,0.7,2,0,0,4,15,26.7,8,50,37.9,10,0,0,0,,11324,3576,1,1.9,2.9,18,60,15,3,61,4370,1964,0,0.6,0.4,6,14,1,0,18,811,39,3,5,15,15,6,3,0,0,2,6,295,40,1,5,9,15,4,2,1,0,2,12,49,33,2,7,4,0,7,13,8,3,2,0,0,0,13,9,4,6,3,50,8,11,5,18,11,0,14,9,5,9,0,24,19,6,8,22,19,1,72,949,45,46,19,76,6,24,439,26,11,18,8,772,61,28,441,83,13,8,50,8,50,212,8,2,13,5,254,18,1,0,0,5,1,0,0,54,18,72,3,0,0,13,0,2,0,42,7,28,4.2,0.6,72,44319,Karim Benzema,4/03/2003,Ricardo de Burgos,Match Report,,Real Madrid,2022-2023,
33,18/02/2023,21:00,La Liga,Matchweek 22,Sat,Away,W,2,0,Osasuna,2,11,6,54.5,0.18,0.33,17.8,0,0,0,1.3,1.3,0.12,0.7,0.7,Match Report,18/02/2023,21:00,La Liga,Matchweek 22,Sat,Home,L,0,2,Osasuna,0,11,4,36.4,0,0,22.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,4,4,100,1,0.7,0.7,0,0,0,3,6,50,9,11.4,25.2,19,1,5.3,1,13,6,4,66.7,0,2,0,0,0,0,9,15,60,4,39.4,34,9,0,0,0,11,8067,2557,2,0.8,0.5,5,41,7,0,36,7218,2635,0,0.4,0.9,8,35,9,5,34,494,50,0,5,9,21,5,5,0,0,5,12,443,42,0,2,22,19,4,1,0,0,1,11,16,14,0,0,1,0,3,18,16,1,0,0,1,0,11,7,7,3,1,40,3,10,12,23,11,0,14,9,6,5,3,36.4,14,12,7,21,14,2,53,646,83,22,15,65.2,8,34.8,423,21,6,10,6,461,36,47,590,57,17,3,60,2,40,347,20,5,15,9,398,34,2,0,0,7,0,0,0,47,11,47.8,3,0,0,17,0,0,0,47,12,52.2,1.3,0.5,53,21668,Nacho,4/03/2003,José Luis Munuera,Match Report,,Real Madrid,2022-2023,
34,21/02/2023,20:00,Champions Lg,Round of 16,Tue,Away,W,5,2,eng Liverpool,5,9,6,66.7,0.56,0.83,16.8,0,0,0,1.7,1.7,0.18,3.3,3.3,Match Report,21/02/2023,20:00,Champions Lg,Round of 16,Tue,Home,L,2,5,eng Liverpool,2,9,4,44.4,0.22,0.5,14.3,1,0,0,1.9,1.9,0.22,0.1,0.1,Match Report,4,2,50,0,1.5,-0.5,0,0,0,5,18,27.8,6,48.1,39,13,0,0,0,5,6,1,16.7,0,2.8,-2.2,0,0,0,2,3,66.7,4,8,22.2,8,1,12.5,0,10.7,7439,2418,4,1.3,0.8,7,32,8,1,22,8166,2461,1,1.7,1,7,37,16,4,55,519,43,1,5,9,19,3,0,2,0,0,6,556,46,1,6,19,24,4,1,3,0,0,12,15,11,2,1,1,0,8,13,8,2,1,0,1,2,20,11,15,4,1,46.4,15,10,13,33,23,1,17,11,2,9,6,45,11,6,8,25,7,1,48,674,79,15,11,55,9,45,366,13,2,18,8,473,22,52,707,39,25,15,53.6,13,46.4,429,19,2,19,7,505,55,1,0,0,9,0,0,0,57,5,71.4,1,0,0,9,0,0,0,64,2,28.6,1.7,1.9,48,52337,Karim Benzema,4/03/2003,István Kovács,Match Report,Leg 1 of 2,Real Madrid,2022-2023,
0,30/07/2022,17:00,Community Shield,FA Community Shield,Sat,Neutral,L,1,3,Liverpool,1,14,8,57.1,0.07,0.13,,,0,0,,,,,,Match Report,30/07/2022,17:00,Community Shield,FA Community Shield,Sat,Neutral,W,3,1,Liverpool,3,15,4,26.7,0.13,0.5,,,1,1,,,,,,Match Report,3,1,33.3,,,,1,0,0,,,,,,,,,,,,8,7,87.5,,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,,,,,,,14,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,14,0,,,,8,,,,,,,8,0,,,57,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,1,0,0,8,,,,,,,1,0,0,12,,,,,,,,,57,,Rúben Dias,4/03/2003,Craig Pawson,Match Report,,Manchester City,2022-2023,
1,7/08/2022,16:30,Premier League,Matchweek 1,Sun,Away,W,2,0,West Ham,2,13,1,7.7,0.08,1,18.7,1,1,1,2.2,1.4,0.11,-0.2,-0.4,Match Report,7/08/2022,16:30,Premier League,Matchweek 1,Sun,Home,L,0,2,West Ham,0,6,1,16.7,0,0,16.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Match Report,1,1,100,1,0.1,0.1,0,0,0,1,4,25,5,10.5,25,11,1,9.1,3,21.8,2,0,50,0,1.7,-0.3,1,0,0,8,19,42.1,4,32.1,39.4,13,2,15.4,0,10.5,12789,3979,1,1.3,1.6,11,52,9,0,51,4388,1749,0,0.3,0.3,4,12,7,4,23,836,32,1,9,18,12,4,3,0,0,1,4,259,31,0,6,12,11,1,1,0,0,4,5,27,23,1,0,2,0,4,11,9,0,0,0,0,0,6,4,4,1,1,85.7,1,4,3,9,11,0,14,6,10,3,1,44,14,4,11,25,16,0,75,936,55,35,14,53.8,11,42.3,580,31,8,7,3,783,49,25,377,88,9,1,14.3,6,85.7,160,6,0,9,0,219,22,1,0,0,4,1,0,0,47,11,52.4,0,0,0,8,0,1,0,39,10,47.6,2.2,0.5,75,62443,İlkay Gündoğan,4/03/2003,Michael Oliver,Match Report,,Manchester City,2022-2023,
2,13/08/2022,15:00,Premier League,Matchweek 2,Sat,Home,W,4,0,Bournemouth,3,19,7,36.8,0.16,0.43,17.5,0,0,0,1.7,1.7,0.09,1.3,1.3,Match Report,13/08/2022,15:00,Premier League,Matchweek 2,Sat,Away,L,0,4,Bournemouth,0,3,1,33.3,0,0,20.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Match Report,1,1,100,1,0.1,0.1,0,0,0,0,1,0,3,6.7,24.3,6,1,16.7,0,11,7,4,42.9,0,3.2,0.2,0,0,0,3,8,37.5,3,20,26.9,21,0,0,0,9,11744,3043,3,1.7,1.8,17,76,13,3,73,5660,2058,0,0.1,0.1,2,11,2,2,8,703,34,3,8,27,11,11,0,10,0,2,3,330,41,0,4,6,9,1,1,0,0,1,9,36,24,6,2,0,1,6,4,4,0,0,0,0,0,8,4,1,5,2,44.4,5,10,5,13,4,0,10,5,8,2,0,33.3,8,1,6,16,21,0,67,814,20,32,8,57.1,4,28.6,565,24,8,10,6,668,73,33,442,101,5,5,55.6,4,44.4,211,5,1,6,4,298,8,0,0,0,9,0,0,0,41,9,52.9,3,0,0,9,0,0,1,24,8,47.1,1.7,0.1,67,53453,İlkay Gündoğan,4-2-3-1,David Coote,Match Report,,Manchester City,2022-2023,
3,21/08/2022,16:30,Premier League,Matchweek 3,Sun,Away,D,3,3,Newcastle Utd,3,21,10,47.6,0.14,0.3,16.2,1,0,0,2.1,2.1,0.1,0.9,0.9,Match Report,21/08/2022,16:30,Premier League,Matchweek 3,Sun,Home,D,3,3,Newcastle Utd,3,12,5,41.7,0.25,0.6,14.8,1,0,0,1.8,1.8,0.15,1.2,1.2,Match Report,5,2,40,0,2.3,-0.7,0,0,0,3,7,42.9,13,17.1,28.4,9,1,11.1,1,12,10,7,70,0,4,1,0,0,0,8,19,42.1,5,62.5,42.3,16,2,12.5,2,15.1,9782,3100,3,1.8,2,17,48,9,2,60,4120,1785,2,1.8,1.1,11,16,11,3,29,612,47,7,9,20,18,5,0,4,0,1,10,272,29,0,3,12,9,5,1,1,2,2,4,40,31,2,2,2,1,6,22,16,2,2,1,1,5,9,5,1,5,3,30.8,9,3,5,14,13,0,13,7,3,7,3,35,13,9,13,26,22,1,69,756,66,36,13,56.5,7,30.4,394,26,8,9,6,546,59,31,415,69,23,9,64.3,4,28.6,150,17,5,10,5,201,29,2,0,0,7,0,0,0,47,15,55.6,4,0,0,14,0,0,0,59,12,44.4,2.1,1.8,69,52258,İlkay Gündoğan,4/03/2003,Jarred Gillett,Match Report,,Manchester City,2022-2023,
4,27/08/2022,15:00,Premier League,Matchweek 4,Sat,Home,W,4,2,Crystal Palace,4,18,5,27.8,0.22,0.8,14.1,0,0,0,2.2,2.2,0.13,1.8,1.8,Match Report,27/08/2022,15:00,Premier League,Matchweek 4,Sat,Away,L,2,4,Crystal Palace,1,2,2,100,0.5,0.5,20.6,0,0,0,0.1,0.1,0.06,0.9,0.9,Match Report,2,1,0,0,0.3,-0.7,0,0,0,1,1,100,3,4.5,24.4,4,1,25,1,17.3,5,1,20,0,1.8,-2.2,0,0,0,7,18,38.9,7,46.2,38,24,2,8.3,1,13,12510,3364,4,2.3,1.8,15,82,22,8,81,4399,1661,1,0.1,0.1,2,10,1,0,10,782,38,1,4,29,18,6,2,2,0,2,3,244,45,1,6,5,12,1,0,1,0,1,7,31,25,2,2,0,0,7,3,2,1,0,0,0,1,12,10,6,4,2,50,5,7,5,17,3,0,9,6,7,2,0,28.6,10,3,5,14,26,0,74,894,28,45,10,52.6,4,21.1,573,29,9,10,5,731,80,26,382,95,3,5,50,5,50,171,11,1,11,7,214,10,1,0,0,14,0,0,1,47,14,66.7,2,0,0,8,0,0,0,37,7,33.3,2.2,0.1,74,53112,Kevin De Bruyne,4-2-3-1,Darren England,Match Report,,Manchester City,2022-2023,
5,31/08/2022,19:30,Premier League,Matchweek 5,Wed,Home,W,6,0,Nott'ham Forest,6,17,9,52.9,0.35,0.67,14.8,0,0,0,3.3,3.3,0.2,2.7,2.7,Match Report,31/08/2022,19:30,Premier League,Matchweek 5,Wed,Away,L,0,6,Nott'ham Forest,0,8,1,12.5,0,0,18.4,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Match Report,1,1,100,1,0.1,0.1,0,0,0,1,5,20,1,12.9,29.8,6,0,0,4,22,9,3,33.3,0,4.2,-1.8,0,0,0,6,19,31.6,5,38.2,36.2,18,1,5.6,2,15.8,12979,3640,3,1.8,1.6,13,60,13,1,63,3841,1450,0,0.6,0.3,6,7,6,3,13,789,40,2,10,27,16,10,3,3,0,2,10,247,38,0,2,7,12,1,0,1,0,2,2,30,19,4,2,1,1,9,16,13,0,1,1,1,0,13,11,4,5,4,50,6,2,5,18,6,0,14,8,9,4,1,58.8,7,7,14,28,27,1,74,902,36,33,7,33.3,10,47.6,508,26,6,12,4,731,61,26,378,81,7,6,37.5,6,37.5,200,9,1,6,7,212,13,0,0,0,9,0,0,0,47,17,68,1,0,0,7,0,0,0,39,8,32,3.3,0.7,74,53409,İlkay Gündoğan,4-2-3-1,Paul Tierney,Match Report,,Manchester City,2022-2023,
6,3/09/2022,17:30,Premier League,Matchweek 6,Sat,Away,D,1,1,Aston Villa,1,13,4,30.8,0.08,0.25,16.8,1,0,0,2.1,2.1,0.16,-1.1,-1.1,Match Report,3/09/2022,17:30,Premier League,Matchweek 6,Sat,Home,D,1,1,Aston Villa,1,3,1,33.3,0.33,1,16.8,0,0,0,0.3,0.3,0.11,0.7,0.7,Match Report,1,0,0,0,0.6,-0.4,0,0,0,2,5,40,1,16.1,26.5,7,0,0,0,9.5,4,3,75,0,1.1,0.1,0,0,0,9,32,28.1,4,60.5,42.7,12,2,16.7,1,19.7,12371,3671,1,1.7,1.2,10,34,13,3,55,4090,1583,1,0.3,0.3,2,13,1,0,17,758,39,1,11,14,19,4,1,1,0,3,6,276,40,1,2,7,18,1,0,1,0,5,6,24,20,2,0,1,0,2,5,5,0,0,0,0,1,13,5,6,4,3,100,0,7,5,18,7,0,15,9,8,7,0,42.9,4,6,4,19,15,0,71,872,43,34,4,50,3,37.5,479,20,1,7,12,684,55,29,406,97,13,0,0,6,85.7,168,7,4,7,7,217,17,0,0,0,6,0,0,0,55,26,66.7,2,0,0,7,0,0,0,42,13,33.3,2.1,0.3,71,41830,İlkay Gündoğan,4/03/2003,Simon Hooper,Match Report,,Manchester City,2022-2023,
7,6/09/2022,21:00,Champions Lg,Group stage,Tue,Away,W,4,0,es Sevilla,4,24,9,37.5,0.17,0.44,16.9,1,0,0,3.6,3.6,0.16,0.4,0.4,Match Report,6/09/2022,21:00,Champions Lg,Group stage,Tue,Home,L,0,4,es Sevilla,0,6,1,16.7,0,0,18,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,1,1,100,1,0.1,0.1,0,0,0,4,7,57.1,1,21.7,29.5,8,0,0,0,18,9,5,55.6,0,3.6,-0.4,0,0,0,10,25,40,3,39.5,35.6,19,1,5.3,1,9.7,9411,2892,4,3.5,2.3,22,47,12,4,51,5843,2271,0,0.3,0.7,5,13,7,1,27,608,35,2,5,23,13,7,0,3,1,2,12,359,51,1,4,12,23,1,1,0,0,2,6,46,35,2,3,2,1,7,12,10,0,1,0,0,0,12,6,5,5,2,57.1,3,6,9,21,14,0,13,8,6,3,4,33.3,10,9,10,23,15,2,61,735,39,35,10,55.6,5,27.8,405,36,16,11,8,561,50,39,500,103,13,3,42.9,4,57.1,310,8,2,13,8,319,27,0,0,0,8,0,0,0,54,8,50,1,0,0,9,0,0,0,41,8,50,3.6,0.3,61,38764,Kevin De Bruyne,4/03/2003,Davide Massa,Match Report,,Manchester City,2022-2023,
